2004,E07000008,118800
2004,E07000009,82400
2004,E07000012,142400
2005,E07000008,118800
2005,E07000009,82400
2005,E07000012,142400
2006,E07000008,118800
2006,E07000009,82400
2006,E07000012,142400
2007,E07000008,118800
2007,E07000009,82400
2007,E07000012,142400
2008,E07000008,118800
2008,E07000009,82400
2008,E07000012,142400
2009,E07000008,119400
2009,E07000009,84100
2009,E07000012,144300
2010,E07000008,120063
2010,E07000009,84572
2010,E07000012,144874
2011,E07000008,121045
2011,E07000009,85066
2011,E07000012,145626
2012,E07000008,121453
2012,E07000009,86197
2012,E07000012,146717
2013,E07000008,121884
2013,E07000009,86604
2013,E07000012,147784
2014,E07000008,122131
2014,E07000009,87423
2014,E07000012,148678
2015,E07000008,122253
2015,E07000009,88091
2015,E07000012,149385
2016,E07000008,122852
2016,E07000009,88890
2016,E07000012,150570
2017,E07000008,123319
2017,E07000009,89883
2017,E07000012,151482
2018,E07000008,124056
2018,E07000009,90334
2018,E07000012,152505
2019,E07000008,124324
2019,E07000009,91183
2019,E07000012,153713
2020,E07000008,124524
2020,E07000009,91824
2020,E07000012,154703
2021,E07000008,124988
2021,E07000009,92656
2021,E07000012,155541
2022,E07000008,125718
2022,E07000009,93415
2022,E07000012,156588
2023,E07000008,125972
2023,E07000009,94030
2023,E07000012,157549
2024,E07000008,126688
2024,E07000009,94838
2024,E07000012,158423
2025,E07000008,127259
2025,E07000009,95367
2025,E07000012,159077
2026,E07000008,127822
2026,E07000009,95685
2026,E07000012,160045
2027,E07000008,128443
2027,E07000009,96330
2027,E07000012,160775
2028,E07000008,129185
2028,E07000009,96764
2028,E07000012,161257
2029,E07000008,129581
2029,E07000009,97364
2029,E07000012,162030
2030,E07000008,129828
2030,E07000009,97680
2030,E07000012,162773
2031,E07000008,130335
2031,E07000009,98252
2031,E07000012,163224
2032,E07000008,130763
2032,E07000009,98811
2032,E07000012,163718
2033,E07000008,131109
2033,E07000009,99199
2033,E07000012,164456
2034,E07000008,131292
2034,E07000009,99454
2034,E07000012,164737
2035,E07000008,131447
2035,E07000009,99669
2035,E07000012,164959
2036,E07000008,131578
2036,E07000009,99845
2036,E07000012,165129
2037,E07000008,131689
2037,E07000009,99987
2037,E07000012,165251
2038,E07000008,131814
2038,E07000009,100136
2038,E07000012,165403
2039,E07000008,131922
2039,E07000009,100253
2039,E07000012,165512
2040,E07000008,132013
2040,E07000009,100339
2040,E07000012,165580
2041,E07000008,132121
2041,E07000009,100438
2041,E07000012,165676
2042,E07000008,132208
2042,E07000009,100502
2042,E07000012,165729
2043,E07000008,132310
2043,E07000009,100575
2043,E07000012,165816
2044,E07000008,132388
2044,E07000009,100613
2044,E07000012,165856
2045,E07000008,132443
2045,E07000009,100617
2045,E07000012,165852
2046,E07000008,132509
2046,E07000009,100631
2046,E07000012,165871
2047,E07000008,132586
2047,E07000009,100651
2047,E07000012,165921
2048,E07000008,132633
2048,E07000009,100633
2048,E07000012,165921
2049,E07000008,132651
2049,E07000009,100578
2049,E07000012,165873
2050,E07000008,132641
2050,E07000009,100489
2050,E07000012,165783
2051,E07000008,132642
2051,E07000009,100414
2051,E07000012,165722
2052,E07000008,132612
2052,E07000009,100303
2052,E07000012,165619
2053,E07000008,132595
2053,E07000009,100202
2053,E07000012,165557
2054,E07000008,132546
2054,E07000009,100067
2054,E07000012,165452
2055,E07000008,132466
2055,E07000009,99903
2055,E07000012,165308
2056,E07000008,132358
2056,E07000009,99710
2056,E07000012,165130
2057,E07000008,132222
2057,E07000009,99494
2057,E07000012,164922
2058,E07000008,132135
2058,E07000009,99337
2058,E07000012,164809
2059,E07000008,132018
2059,E07000009,99150
2059,E07000012,164659
2060,E07000008,131873
2060,E07000009,98939
2060,E07000012,164476
2061,E07000008,131755
2061,E07000009,98756
2061,E07000012,164349
2062,E07000008,131608
2062,E07000009,98545
2062,E07000012,164184
2063,E07000008,131435
2063,E07000009,98310
2063,E07000012,163986
2064,E07000008,131240
2064,E07000009,98052
2064,E07000012,163759
2065,E07000008,131025
2065,E07000009,97775
2065,E07000012,163506
2066,E07000008,130878
2066,E07000009,97564
2066,E07000012,163366
2067,E07000008,130707
2067,E07000009,97325
2067,E07000012,163185
2068,E07000008,130516
2068,E07000009,97060
2068,E07000012,162968
2069,E07000008,130309
2069,E07000009,96768
2069,E07000012,162714
2070,E07000008,130088
2070,E07000009,96452
2070,E07000012,162426
2071,E07000008,129952
2071,E07000009,96203
2071,E07000012,162252
2072,E07000008,129802
2072,E07000009,95922
2072,E07000012,162029
2073,E07000008,129642
2073,E07000009,95609
2073,E07000012,161761
2074,E07000008,129479
2074,E07000009,95266
2074,E07000012,161449
2075,E07000008,129314
2075,E07000009,94894
2075,E07000012,161095
2076,E07000008,129246
2076,E07000009,94586
2076,E07000012,160846
2077,E07000008,129176
2077,E07000009,94243
2077,E07000012,160543
2078,E07000008,129112
2078,E07000009,93867
2078,E07000012,160191
2079,E07000008,129062
2079,E07000009,93461
2079,E07000012,159795
2080,E07000008,129036
2080,E07000009,93027
2080,E07000012,159357
2081,E07000008,129122
2081,E07000009,92656
2081,E07000012,159021
2082,E07000008,129226
2082,E07000009,92251
2082,E07000012,158632
2083,E07000008,129384
2083,E07000009,91850
2083,E07000012,158251
2084,E07000008,129560
2084,E07000009,91417
2084,E07000012,157823
2085,E07000008,129774
2085,E07000009,90972
2085,E07000012,157377
2086,E07000008,130026
2086,E07000009,90520
2086,E07000012,156920
2087,E07000008,130313
2087,E07000009,90059
2087,E07000012,156453
2088,E07000008,130632
2088,E07000009,89592
2088,E07000012,155976
2089,E07000008,130977
2089,E07000009,89118
2089,E07000012,155489
2090,E07000008,131346
2090,E07000009,88638
2090,E07000012,154993
2091,E07000008,131736
2091,E07000009,88153
2091,E07000012,154487
2092,E07000008,132144
2092,E07000009,87662
2092,E07000012,153973
2093,E07000008,132569
2093,E07000009,87166
2093,E07000012,153450
2094,E07000008,133007
2094,E07000009,86664
2094,E07000012,152917
2095,E07000008,133457
2095,E07000009,86157
2095,E07000012,152374
2096,E07000008,133918
2096,E07000009,85645
2096,E07000012,151820
2097,E07000008,134390
2097,E07000009,85128
2097,E07000012,151256
2098,E07000008,134874
2098,E07000009,84607
2098,E07000012,150683
2099,E07000008,135371
2099,E07000009,84083
2099,E07000012,150100
2100,E07000008,135883
2100,E07000009,83557
2100,E07000012,149511
